frame,recurrent_mean_mm,teacher_forced_mean_mm,valid_points
2,1.164718481815541,1.164718247418206,1945
3,1.3846050980791669,1.3038168922504534,1943
4,1.5153055208001753,1.7471227270116074,1942
5,1.7798471733308507,1.5897538647138554,1938
6,1.967935798741327,2.119377104036091,1949
7,2.183342730339488,1.566215449948366,1931
8,2.4632912024928344,2.12008240561673,1935
9,2.6443687692198625,2.5041700976950465,1936
10,2.8992868875712396,1.6790186985623234,1921
11,3.1508880492367997,1.7354327459280505,1925
12,3.4384227911333776,2.1384518903535543,1928
13,3.7247431204379677,2.0479590488676758,1938
14,3.9962439126424165,1.8500085071883332,1934
15,4.280638199046338,1.9129189938887903,1935
16,4.617583899134581,2.0546297626208854,1919
17,4.802842176726441,1.7935990305706362,1913
18,5.258413086432268,1.9920137961716988,1908
19,5.636853677918774,2.0434206476698247,1908
20,5.8676970804024675,2.306932944304396,1921
21,6.197554605084088,2.4544483286373375,1912
22,6.3006950579651555,2.466213434066722,1924
23,6.760134461285761,1.8547508340675256,1888
24,7.07644803916363,2.2183630985538327,1898
25,7.2612131447629125,2.613961574953194,1908
26,7.501906860847396,1.9814874806571292,1888
27,7.7340113209927175,2.2995433339251248,1897
28,8.032460071595748,2.547310692781468,1894
29,8.370188189987804,2.377896034245819,1897
30,8.818220881404049,2.4070548283069426,1893
31,9.01124521149499,1.8722190610517553,1863
32,9.596767878834234,3.1153941984060074,1880
33,9.911440675367977,2.699746077173437,1877
34,10.347406591984853,2.532239178546336,1896
35,10.654798069708038,2.2753223541204792,1872
36,11.129883963926224,2.5780748741891513,1878
37,11.612158355610358,2.151790505091955,1868
38,11.978350748760302,2.55341416498428,1861
39,12.439609075399538,2.2615655745366614,1808
40,13.009198349503315,3.6748075810108527,1850
41,13.457656706479693,2.7363165149633106,1859
42,13.967028367664724,2.845763662536527,1847
43,14.36738464116738,2.6376120316447538,1814
44,14.775141307326711,3.0680021044596217,1825
45,15.394059031760277,3.404811150901632,1835
46,15.858507974921832,2.698757623612269,1815
47,16.1458134762249,3.3779482787356097,1747
48,17.163876108734488,3.4851356016032953,1782
49,17.98950040449032,3.1195292017905385,1801
50,18.717735420373582,3.8940944916932008,1802
51,19.2158391328765,2.8164897793839794,1809
52,19.80735487127383,3.0114021800073387,1769
53,20.675018797834177,3.348671348417709,1789
54,21.48073432155506,4.20659958167402,1812
55,21.773995390342638,3.2297440006354705,1765
56,23.14087501036255,3.766460454907028,1778
57,23.912231635148107,3.6490177798438883,1781
58,24.839205588146562,3.3003484626545343,1760
59,26.219646500373006,3.4303142841280443,1782
60,27.05294590246199,3.4136472272344176,1771
61,27.416792447084504,3.8298323527611866,1762
62,28.59302077563175,3.9786748948041906,1760
63,28.75178840402537,2.9059287704522596,1701
64,30.142869080076462,5.170152176369069,1719
65,31.122153017504317,3.276639406629256,1719
66,31.565280241496296,3.0277579572402513,1705
67,32.56034005715058,3.766173552569141,1722
68,32.834753705035524,3.6960561682119475,1690
69,33.79283499713992,3.4747187496441123,1690
70,34.10593358117264,3.843800324343727,1704
71,34.71883948276133,3.0383920955288635,1662
72,35.96323055629025,3.9953077296869255,1682
73,36.77579423254684,4.072083639135915,1675
74,37.80213202856686,3.3837629734218555,1657
75,38.40948365090835,2.9608726777336503,1643
76,38.887965493714205,4.000488848377004,1634
77,39.449855284162005,3.222604023417841,1636
78,40.25669216473293,3.7837034260524427,1623
79,41.275472990676576,3.6051775087128646,1594
80,42.362990366277664,4.673859417675397,1602
81,43.19279443530899,4.046701689331633,1590
82,44.1853340108187,3.7299270518960648,1587
83,45.14839577749452,3.455227673659911,1588
84,46.12565264677038,3.818367510317777,1567
85,46.88672016614426,3.302382797123915,1559
86,47.68941665219195,3.82577305971582,1560
87,48.2758675329773,3.163864988887488,1534
88,49.37718997401319,4.032978194169368,1532
89,50.399139851924346,4.181316547545055,1510
90,51.18572105240471,4.020877197359107,1519
91,52.06346593954336,3.2625699410007147,1507
92,53.209323874205516,5.079597922781454,1494
93,54.78449271635277,3.4529519099356087,1481
94,56.191278013840495,3.398740259928368,1464
95,57.43042608778293,4.297026791906133,1426
96,59.198805840299684,5.428894487238933,1409
97,60.72254978235403,5.214262942024539,1411
98,61.69561000174628,4.335621719477323,1388
99,63.11222123551197,4.217775646600863,1406
100,64.20909575272127,3.956904070340994,1390
101,65.53831990968817,3.8324794018639308,1372
102,66.60790682676065,4.146701686720045,1380
103,67.88659116797113,4.2503142158335505,1334
104,69.32918112715569,4.108578366586624,1336
105,69.67084618318431,4.708547879263558,1330
106,71.04006415101694,4.560770204312892,1302
107,72.15303520200678,5.105838235626048,1299
108,73.43916025221553,4.665943819676666,1298
109,75.3477696167053,5.261216947352043,1294
110,77.69104539898741,5.464843537694053,1284
111,80.03210096971358,5.661297569588886,1255
112,81.2055727856027,4.860141074031321,1254
113,82.79482421962925,6.3419982123434915,1240
114,83.65715138766916,4.517033068009213,1226
115,85.52134151961077,5.473361068048743,1235
116,86.85865144704152,5.913886481623609,1231
117,88.12799739843058,4.5636204759049726,1236
118,89.14456926389036,4.096497527947163,1226
119,90.65765093997591,3.3975870250407825,1190
120,91.66897230513449,6.355739990497877,1217
121,92.13761696059031,5.319489531185995,1197
122,93.82388263875363,4.3294439433193554,1166
123,94.60093418118731,5.000826354423338,1167
124,95.76458756151318,4.614140602285266,1156
125,97.89165524210652,4.277255376709421,1125
126,99.40060402438355,4.386444218419605,1100
127,101.74943783627022,4.620654973016114,1056
128,103.1077122613322,7.050495566246262,1058
129,103.58359510648896,7.888243829751174,1074
130,104.187432643986,4.7155024481893015,1059
131,104.97352254765246,7.591794957209297,1051
132,106.10128500806226,4.730743900492218,1031
133,107.116431737726,6.213981639106803,1012
134,108.75519538959288,4.9181023782045585,1003
135,108.72180970839196,4.682616502106329,943
136,109.57386839798566,7.664503135308864,952
137,109.4703885377637,8.673347389432484,964
138,109.57448345659238,4.47035799551021,938
139,109.90036700885852,5.117795781267365,938
140,110.41508855481474,4.104781598556317,915
141,111.13927505993004,3.782500498929864,906
142,111.88232586255609,6.386041940361187,892
143,114.62452715700877,4.246246484484129,821
144,115.30958243345069,7.464549551204347,843
145,114.56695167084874,9.079606725416633,853
146,115.09971993641166,6.704947952762774,847
147,115.6766074059341,6.900598470593655,848
148,117.13638150253303,5.975728468073038,839
149,118.20922372979226,4.077189281884164,840
150,118.51535039949646,2.993446172169234,824
151,118.24536217329396,4.17419743169023,791
152,118.36768382888252,7.614958570636321,826
153,118.83453581352121,8.455747905163902,849
154,119.19972311089921,3.42324861086557,814
155,118.86516873242137,3.8057271652399693,807
156,118.17313029057885,4.591837227077233,807
157,118.51199007930369,3.347768215486435,793
158,118.42502679288636,3.9976432647316207,781
159,119.39435165635004,3.745979753374984,746
160,122.04588431131569,8.457614645538847,774
161,121.80310117738813,11.832149630284006,814
162,120.80010560556431,4.66315871054368,775
163,121.36559948943315,3.7079251116606815,759
164,121.75127873941527,3.3738714058901276,740
165,122.77346113948262,3.5955247920653743,725
166,122.93310635149801,3.849107783197303,711
167,123.32021823799089,4.572541638470318,694
168,124.07806045003689,5.081689684597879,703
169,124.36112242198938,6.07073720861262,702
170,124.38251446035942,4.6936331768454576,684
171,nan,nan,0
