frame,recurrent_mean_mm,teacher_forced_mean_mm,valid_points
73,76.47476948893672,11.39551142785078,1379
74,78.09853793235621,6.998915264204153,1357
75,80.46780500662987,7.258613109009104,1308
76,82.44120072720574,7.685688053820083,1244
77,84.77862740238429,7.801550998857154,1143
78,86.32270293763567,7.686588283660479,1069
79,89.34564355778551,6.1050576067725455,974
80,93.6744410077095,7.633841544169851,897
81,98.77407154211815,7.154276716695995,822
82,103.53113877244802,8.021263703303639,768
83,109.2431225492474,6.266887255802212,725
84,113.06587429957382,6.51885067376512,698
85,116.6281125000257,9.479001698647904,700
86,119.41098964106001,10.125569419375536,712
87,121.64082859245084,11.317535275221502,723
88,124.08282307727615,14.681365116611111,766
89,128.54179195673777,19.304185674570707,813
90,133.57975715739377,16.954200095584127,872
91,137.65033881820267,17.98687286615308,936
92,142.68194906910114,17.079037437644494,1017
93,146.61013521313214,14.092125706202662,1059
94,150.26538676912617,14.59503988613664,1120
95,152.9337960341559,12.720189380131252,1166
96,154.42671028484068,10.855011626294264,1194
97,157.4650852922632,11.340609717019333,1234
98,160.22273958518963,10.691274835834264,1257
99,162.26594784266803,7.8047137024167546,1265
100,164.76679126305794,10.969266138799727,1291
101,167.7037102854051,6.521877563251261,1306
102,169.64782596887494,8.568857841204924,1332
103,172.09245959605823,8.006523568031831,1344
104,174.9097768883612,7.1425876794611876,1359
105,177.0724161850845,7.812467824351021,1373
106,179.6076078463127,7.811771110463606,1388
107,180.6146047816526,10.463340251013198,1405
108,182.17473181706634,9.137143314744966,1453
109,183.34576261050728,6.563113752280358,1454
110,184.53530679063857,7.218070761666473,1470
111,185.87974630607906,7.183100484165483,1490
112,187.13214409052713,8.403425631555994,1505
113,189.42725257754756,3.8297808466782044,1464
114,190.81046516454592,4.542757956497861,1414
115,191.34026314536533,5.835323471221898,1370
116,193.2752796962278,6.788819919479189,1341
117,194.27846891373778,6.336911104631721,1305
118,196.12799563428763,8.699477334090655,1254
119,198.22743994509563,8.291158682107447,1200
120,199.38917465500694,9.442596141301108,1172
121,200.09702939959072,7.891003645850992,1095
122,198.1431318203164,9.245145456098225,988
123,195.1060041687347,7.779098593722056,874
124,194.36880373673748,8.755610808814929,764
125,193.95606025403467,10.212006255372607,728
126,194.90234378507944,8.981932857960173,695
127,195.7640697201768,15.240991314603436,702
128,192.38414242340963,29.08575486876397,753
129,189.41622332590225,37.22925862384096,840
130,187.98604450898094,36.550460705317974,941
131,187.70343306563132,32.75095244633097,1048
132,189.10338648101987,30.577651539683835,1176
133,190.82095608367044,25.033668540810904,1275
134,192.98266314602853,17.420056318241393,1339
135,192.63021290565342,15.300885731313606,1372
136,194.177682561798,14.251651029442147,1421
137,194.87185578231703,11.288787005605538,1437
138,194.99619746455642,8.097841504385029,1396
139,197.6501767920169,8.081079339644914,1366
140,198.6916532688099,8.166559322411448,1341
141,200.05777051575802,7.878585069575061,1310
142,202.5310933272806,8.637391017741747,1307
143,203.51681956301883,9.185109891227118,1300
144,205.5976585767061,9.491050991944638,1318
145,206.61810069500407,7.5608818956557355,1324
146,207.71065311096405,7.096515934976733,1318
147,208.34589861554952,6.811423730635758,1313
148,208.16986388125346,10.804210597789577,1328
149,207.5735621390251,11.750855205525102,1324
150,207.62735600091898,13.437293432400633,1355
151,207.8704722193292,14.087490794499335,1368
152,209.49841602230012,12.194223736007038,1397
153,211.54754593750712,10.371011299925847,1419
154,212.5155859804284,10.13449950244133,1422
155,214.44020352259673,9.488866477965486,1413
156,216.91167499545028,10.25272175540104,1411
157,218.34058019640779,10.701271736395512,1384
158,220.73390154331742,8.26710687135801,1356
159,221.42916455893948,7.486631397972121,1294
160,222.47289940630742,6.9021089621512655,1224
161,224.02395356923677,7.835403579874445,1131
162,225.12385881962695,7.647644521303343,1039
163,227.67261383436653,8.299012920760518,951
164,233.29191250716087,6.365626549093978,861
165,238.7293860885453,9.644039185823516,788
166,247.003504412735,7.741096913276291,737
167,251.7021756946214,8.94812623215807,709
168,255.7821322193288,8.652635019122945,695
169,258.5270240924942,10.245995881406621,696
170,261.01033888080497,13.003652636219554,721
171,262.63190147389537,10.274826213906852,737
172,265.3107753979267,13.351425292191522,778
173,268.14106519097436,16.845868882064963,820
174,271.09288683310416,12.710688960019812,849
175,275.44211465869495,16.838652272022635,906
176,279.45429380602957,16.126001772482358,953
177,283.30321376889066,15.034145249780973,1007
178,286.7327333078773,11.8343106969368,1050
179,288.9594341745738,12.574650854886016,1100
180,290.0091563299778,8.43648958825549,1110
181,291.98846057822084,12.591891446241398,1154
182,295.3586847595524,11.815897426965261,1183
183,297.66639810559604,13.874329170103783,1223
184,298.27999213879684,10.163921508337115,1241
185,299.2388542687419,11.746686411004404,1274
186,300.29390722910773,10.641615302049711,1308
187,300.792324362984,11.234897950765932,1336
188,300.613597966084,11.565810787165509,1375
189,300.65926431992017,11.558544939392624,1421
190,301.15697243047634,9.082517335204654,1446
191,302.212970755269,9.309282523924933,1458
192,302.1200361800958,10.65033038035873,1498
193,303.32855329906926,8.575173400778013,1521
194,305.0680763645186,5.888520735947145,1514
195,306.23549639105187,10.092846023645741,1556
196,307.740857940022,7.749807067812253,1575
197,nan,nan,0
